Position,Track Name,Artist,Streams,URL
2,Psycho (feat. Ty Dolla $ign),Post Malone,37992220,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
1,God\'s Plan,Drake,37501829,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,Psycho (feat. Ty Dolla $ign),Post Malone,37497635,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
2,God\'s Plan,Drake,36157777,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
1,I Love It (& Lil Pump),Kanye West,36147990,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
1,Better Now,Post Malone,35690686,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
1,In My Feelings,Drake,35138164,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,35130395,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
1,This Is America,Childish Gambino,34989790,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
1,Lucky You (feat. Joyner Lucas),Eminem,34874403,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
1,I Love It (& Lil Pump),Kanye West,33921412,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,MIA (feat. Drake),Bad Bunny,33790813,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
2,Nice For What,Drake,33683833,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,Don\xe2\x80\x99t Matter To Me,Drake,33681056,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
1,SAD!,XXXTENTACION,33620835,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,SICKO MODE,Travis Scott,33399542,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,God\'s Plan,Drake,33360627,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,33141182,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,Psycho (feat. Ty Dolla $ign),Post Malone,33112210,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,32878967,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,SAD!,XXXTENTACION,32872517,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,Falling Down - Bonus Track,Lil Peep,32511658,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
3,Nice For What,Drake,32410762,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,Better Now,Post Malone,32111555,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,God\'s Plan,Drake,31958655,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
2,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,31741382,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
2,Psycho (feat. Ty Dolla $ign),Post Malone,31615651,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
2,Nice For What,Drake,31421769,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,All The Stars (with SZA),Kendrick Lamar,31352011,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
2,In My Feelings,Drake,31315010,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,Psycho (feat. Ty Dolla $ign),Post Malone,31221103,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,Paranoid,Post Malone,31182644,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
1,Better Now,Post Malone,31141447,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
1,Havana,Camila Cabello,30948101,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
3,The Ringer,Eminem,30918553,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
1,Better Now,Post Malone,30755342,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,SAD!,XXXTENTACION,30504985,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,STARGAZING,Travis Scott,30434014,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
4,One Kiss (with Dua Lipa),Calvin Harris,30380257,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
2,All The Stars (with SZA),Kendrick Lamar,30168080,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
5,In My Feelings,Drake,30123256,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
5,no tears left to cry,Ariana Grande,29862555,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
2,God is a woman,Ariana Grande,29847494,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
1,Better Now,Post Malone,29726175,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
1,Better Now,Post Malone,29702255,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,Emotionless,Drake,29680801,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
3,One Kiss (with Dua Lipa),Calvin Harris,29661052,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,29542152,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,I Love It (& Lil Pump),Kanye West,29529551,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
1,rockstar,Post Malone,29389063,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
6,God\'s Plan,Drake,29377797,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,Girls Like You (feat. Cardi B),Maroon 5,29296811,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
2,One Kiss (with Dua Lipa),Calvin Harris,29271455,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,ZEZE (feat. Travis Scott & Offset),Kodak Black,29095302,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
3,One Kiss (with Dua Lipa),Calvin Harris,28915990,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,SAD!,XXXTENTACION,28909080,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,28894700,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,Don\xe2\x80\x99t Matter To Me,Drake,28813636,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
4,no tears left to cry,Ariana Grande,28772949,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7,I\'m Upset,Drake,28743698,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
2,Better Now,Post Malone,28714725,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,Nice For What,Drake,28713242,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,Happier,Marshmello,28685390,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
2,One Kiss (with Dua Lipa),Calvin Harris,28660371,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
1,I Love It (& Lil Pump),Kanye West,28516766,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,One Kiss (with Dua Lipa),Calvin Harris,28504613,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,All The Stars (with SZA),Kendrick Lamar,28203588,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,Psycho (feat. Ty Dolla $ign),Post Malone,28146377,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,Psycho (feat. Ty Dolla $ign),Post Malone,28143674,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
6,God\'s Plan,Drake,28056605,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,One Kiss (with Dua Lipa),Calvin Harris,27907952,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,Call Out My Name,The Weeknd,27891718,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
2,In My Feelings,Drake,27863504,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
7,One Kiss (with Dua Lipa),Calvin Harris,27860728,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
2,Havana,Camila Cabello,27840951,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
3,All Mine,Kanye West,27716117,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
5,No Brainer,DJ Khaled,27708887,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
3,This Is America,Childish Gambino,27688906,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,rockstar,Post Malone,27643632,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,All The Stars (with SZA),Kendrick Lamar,27624199,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
3,MIA (feat. Drake),Bad Bunny,27575660,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
2,Moonlight,XXXTENTACION,27497557,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,Happier,Marshmello,27470502,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
3,Lucid Dreams,Juice WRLD,27389019,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
5,I Like It,Cardi B,27369377,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,Psycho (feat. Ty Dolla $ign),Post Malone,27252126,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,Girls Like You (feat. Cardi B),Maroon 5,27241596,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
3,Psycho (feat. Ty Dolla $ign),Post Malone,27236788,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,SAD!,XXXTENTACION,27215954,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,Call Out My Name,The Weeknd,27130921,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
8,Survival,Drake,27089507,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
2,I Like It,Cardi B,27078418,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
3,Happier,Marshmello,27018051,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,Elevate,Drake,26995718,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
6,Lucid Dreams,Juice WRLD,26990092,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
3,Lucky You (feat. Joyner Lucas),Eminem,26963023,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
4,Nice For What,Drake,26932041,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,Girls Like You (feat. Cardi B),Maroon 5,26921586,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,rockstar (feat. 21 Savage),Post Malone,26920146,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
5,Nonstop,Drake,26916394,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
10,Nice For What,Drake,26909120,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
3,Girls Like You (feat. Cardi B),Maroon 5,26784966,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,One Kiss (with Dua Lipa),Calvin Harris,26780190,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,Better Now,Post Malone,26683626,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,Girls Like You (feat. Cardi B),Maroon 5,26591666,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,No Brainer,DJ Khaled,26590758,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
4,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,26547867,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
3,Happier,Marshmello,26397899,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
3,All The Stars (with SZA),Kendrick Lamar,26332855,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,rockstar,Post Malone,26312718,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Lucky You (feat. Joyner Lucas),Eminem,26258824,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
7,SAD!,XXXTENTACION,26233409,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,I Like It,Cardi B,26222393,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,Lucid Dreams,Juice WRLD,26176772,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,Nice For What,Drake,26172922,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,Psycho (feat. Ty Dolla $ign),Post Malone,26119695,https://open.spotify.com/track/7wrDRQgHlvDnimrRHfQZxt
3,MIA (feat. Drake),Bad Bunny,26107615,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,One Kiss (with Dua Lipa),Calvin Harris,26073037,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,I Like It,Cardi B,26025276,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
2,breathin,Ariana Grande,25997814,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
6,Girls Like You (feat. Cardi B),Maroon 5,25992621,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,Mob Ties,Drake,25933856,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
2,No Brainer,DJ Khaled,25932843,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
5,I Like It,Cardi B,25917300,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
12,8 Out Of 10,Drake,25910256,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
3,God is a woman,Ariana Grande,25887832,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
13,Lucid Dreams,Juice WRLD,25866250,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,One Kiss (with Dua Lipa),Calvin Harris,25853036,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,KOD,J. Cole,25826342,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
4,Girls Like You (feat. Cardi B),Maroon 5,25747641,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
2,Havana,Camila Cabello,25726393,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,ZEZE (feat. Travis Scott & Offset),Kodak Black,25675014,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
4,FRIENDS,Marshmello,25664581,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,Lucid Dreams,Juice WRLD,25643913,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,I Like It,Cardi B,25628187,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
3,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,25537529,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
5,no tears left to cry,Ariana Grande,25525500,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
3,I Love It (& Lil Pump),Kanye West,25451940,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
6,FRIENDS,Marshmello,25445991,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,Jocelyn Flores,XXXTENTACION,25442646,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
14,I Like It,Cardi B,25437863,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
2,Havana,Camila Cabello,25410902,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
15,Girls Like You (feat. Cardi B),Maroon 5,25384413,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,God is a woman,Ariana Grande,25368396,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
16,One Kiss (with Dua Lipa),Calvin Harris,25364299,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,I Like It,Cardi B,25349119,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,X,Nicky Jam,25335647,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,God\'s Plan,Drake,25294642,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,25233843,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
9,Spoil My Night (feat. Swae Lee),Post Malone,25175356,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
4,FRIENDS,Marshmello,25163028,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,FRIENDS,Marshmello,25145965,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
3,MIA (feat. Drake),Bad Bunny,25090234,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
5,Falling Down - Bonus Track,Lil Peep,25077096,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
5,Lucid Dreams,Juice WRLD,24992827,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,X,Nicky Jam,24968351,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,Girls Like You (feat. Cardi B),Maroon 5,24790259,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
3,rockstar,Post Malone,24751902,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5,FRIENDS,Marshmello,24749374,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
3,In My Feelings,Drake,24669116,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8,One Kiss (with Dua Lipa),Calvin Harris,24664506,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,FRIENDS,Marshmello,24661589,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,X,Nicky Jam,24594924,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,Taste (feat. Offset),Tyga,24591233,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,X,Nicky Jam,24526297,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,X,Nicky Jam,24447827,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
2,Girls Like You (feat. Cardi B),Maroon 5,24425122,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,Girls Like You (feat. Cardi B),Maroon 5,24377889,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
9,One Kiss (with Dua Lipa),Calvin Harris,24377017,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,SICKO MODE,Travis Scott,24375908,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,Taste (feat. Offset),Tyga,24364886,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,Rich & Sad,Post Malone,24285634,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
7,SAD!,XXXTENTACION,24270898,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,FRIENDS,Marshmello,24267771,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,Eastside (with Halsey & Khalid),benny blanco,24227312,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
3,Happier,Marshmello,24222554,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,Shallow,Lady Gaga,24206277,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,Try Me,The Weeknd,24189356,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
9,Call Out My Name,The Weeknd,24188094,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
4,Back To You,Selena Gomez,24186683,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
4,Happier,Marshmello,24162286,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,Jocelyn Flores,XXXTENTACION,24131781,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
10,Solo (feat. Demi Lovato),Clean Bandit,24095921,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24060626,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
5,No Brainer,DJ Khaled,23916118,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
10,I Like It,Cardi B,23903132,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,Lucid Dreams,Juice WRLD,23901321,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,Psycho (feat. Ty Dolla $ign),Post Malone,23868633,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,God\'s Plan,Drake,23808225,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
8,Solo (feat. Demi Lovato),Clean Bandit,23808036,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
4,Nice For What,Drake,23791759,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
9,changes,XXXTENTACION,23766098,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
9,Better Now,Post Malone,23756262,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,Eastside (with Halsey & Khalid),benny blanco,23720522,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
4,IDGAF,Dua Lipa,23715748,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
11,Better Now,Post Malone,23691320,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,23687839,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
5,Mine,Bazzi,23681960,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
3,Mine,Bazzi,23666856,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
5,Promises (with Sam Smith),Calvin Harris,23666223,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
4,Eastside (with Halsey & Khalid),benny blanco,23630159,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,Nonstop,Drake,23619963,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
2,rockstar,Post Malone,23614404,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
5,Yikes,Kanye West,23601268,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
4,FRIENDS,Marshmello,23594039,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
11,Stay,Post Malone,23585361,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
3,River (feat. Ed Sheeran),Eminem,23547146,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
8,Freaky Friday (feat. Chris Brown),Lil Dicky,23545449,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
17,Better Now,Post Malone,23534781,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,IDGAF,Dua Lipa,23506139,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
3,Havana,Camila Cabello,23492423,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
3,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,23484711,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
18,Talk Up,Drake,23481853,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
